proto,subproto,bulk0,bulk1,bulk2,bulk3,client_packet0,client_packet1,server_packet0,server_packet1,client_bulksize_avg,client_bulksize_dev,server_bulksize_avg,server_bulksize_dev,client_packetsize_avg,client_packetsize_dev,server_packetsize_avg,server_packetsize_dev,client_packets_per_bulk,server_packets_per_bulk,client_effeciency,server_efficiency,byte_ratio,payload_ratio,packet_ratio,client_bytes,client_payload,client_packets,client_bulks,server_bytes,server_payload,server_packets,server_bulks,is_tcp
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
TLS,WindowsUpdate,220,2433,158,120,240,20,1480,993,167.66666666666666,39.38132665222045,1276.5,1156.5,103.83333333333333,81.86252025330165,658.25,603.373588666259,2.0,2.0,0.8073836276083467,0.9696164071401443,0.23661222939612608,0.19702311006658832,1.5,623,503,6,3,2633,2553,4,2,1
TLS,Microsoft365,192,5933,158,51,212,20,1480,1480,229.66666666666666,78.54651841778575,2992.0,2941.0,192.25,120.48729186100914,1017.3333333333334,654.421797382154,1.3333333333333333,3.0,0.8959687906371911,0.9803407601572739,0.1259829619921363,0.1151403743315508,0.6666666666666666,769,689,4,3,6104,5984,6,2,1
TLS,Telegram,145,97,233,169,165,253,117,189,161.0,53.466500415369126,133.0,36.0,100.5,88.93583829555627,86.5,71.20568797504873,2.0,2.0,0.8009950248756219,0.7687861271676301,1.7427745664739884,1.8157894736842106,1.5,603,483,6,3,346,266,4,2,1
TLS,,517,3233,2649,258,537,20,20,1430,1583.0,1066.0,1745.5,1487.5,653.2,548.6935027863917,718.2,595.9726168206053,2.5,2.5,0.9693815064298836,0.9721526037315511,0.909495962127541,0.9069034660555715,1.0,3266,3166,5,2,3591,3491,5,2,1
DNS,,57,139,44,200,65,52,147,208,48.8,6.305553108173779,175.8,45.18141210719293,56.8,6.305553108173779,183.8,45.18141210719293,1.0,1.0,0.8591549295774648,0.956474428726877,0.30903155603917304,0.2775881683731513,1.0,284,244,5,5,919,879,5,5,0
TLS,Microsoft365,303,4226,158,51,323,20,1480,1480,230.5,72.5,2138.5,2087.5,96.83333333333333,116.44228422508533,1089.25,591.2391119504866,3.0,2.0,0.7934595524956971,0.9816387422538444,0.13334863438145514,0.10778583119008651,1.5,581,461,6,2,4357,4277,4,2,1
TLS,Microsoft365,189,5875,158,51,209,32,1480,1480,173.5,15.5,2963.0,2912.0,109.75,84.57060659590896,1007.6666666666666,667.9961743070756,2.0,3.0,0.7904328018223234,0.9801521667217995,0.07260999007608336,0.0585555180560243,0.6666666666666666,439,347,4,2,6046,5926,6,2,1
DNS,,86,130,0,0,51,51,138,0,86.0,0.0,130.0,0.0,51.0,0.0,138.0,0.0,2.0,1.0,0.8431372549019608,0.9420289855072463,0.7391304347826086,0.6615384615384615,2.0,102,86,2,1,138,130,1,1,0
DNS,Teams,44,202,52,68,52,60,210,76,63.75,30.367540236245674,121.25,50.85948780709456,59.0,6.511528238439882,129.25,50.85948780709456,1.25,1.0,0.864406779661017,0.9381044487427466,0.5705996131528046,0.5257731958762887,1.25,295,255,5,4,517,485,4,4,0
TLS,Microsoft365,303,4226,316,51,323,32,1480,1326,309.5,6.5,2138.5,2087.5,125.16666666666667,112.19093348196883,1089.25,591.2391119504866,3.0,2.0,0.8242343541944075,0.9816387422538444,0.1723663070920358,0.1447276128127192,1.5,751,619,6,2,4357,4277,4,2,1
DNS,Microsoft365,49,140,41,199,57,49,148,207,43.4,8.73155198117723,206.0,62.571559034436724,51.4,8.73155198117723,214.0,62.571559034436724,1.0,1.0,0.8443579766536965,0.9626168224299065,0.24018691588785046,0.21067961165048543,1.0,257,217,5,5,1070,1030,5,5,0
TLS,Microsoft365,188,5704,158,51,208,20,1480,1480,292.6666666666667,169.67681698517987,2877.5,2826.5,195.6,194.50203083772672,1171.0,552.5164250952183,1.6666666666666667,2.5,0.8977505112474438,0.9829205807002562,0.16703672075149445,0.1525629887054735,1.0,978,878,5,3,5855,5755,5,2,1
TLS,Microsoft,290,6202,158,51,310,20,1480,1480,224.0,66.0,3126.5,3075.5,132.0,121.33424908079334,1062.1666666666667,597.6867676485922,2.0,3.0,0.8484848484848485,0.9811705633139809,0.08284952141848423,0.07164561010714857,0.6666666666666666,528,448,4,2,6373,6253,6,2,1
TLS,Microsoft365,192,5933,158,51,212,20,1480,1480,175.0,17.0,2992.0,2941.0,107.5,88.32185460009318,1017.3333333333334,654.421797382154,2.0,3.0,0.813953488372093,0.9803407601572739,0.07044560943643513,0.05848930481283422,0.6666666666666666,430,350,4,2,6104,5984,6,2,1
TLS,Microsoft365,188,5898,126,0,208,20,20,1480,157.0,31.0,5898.0,0.0,98.5,81.50306742693799,1003.0,591.186095912277,2.0,6.0,0.7969543147208121,0.9800598205383848,0.06547025589896975,0.05323838589352323,0.6666666666666666,394,314,4,2,6018,5898,6,1,1
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
QUIC,Google,1584,2140,111,25,1258,83,1258,788,847.5,736.5,1082.5,1057.5,347.0,462.1198978620159,441.0,498.3833865609888,2.5,2.5,0.9769452449567724,0.981859410430839,0.7868480725623582,0.7829099307159353,1.0,1735,1695,5,2,2205,2165,5,2,0
TLS,Microsoft365,299,4226,158,51,319,20,1480,1480,293.0,107.86102168995063,2138.5,2087.5,195.8,140.57510448155463,875.4,680.131046196246,1.6666666666666667,2.5,0.8978549540347294,0.9771533013479552,0.2236691798035184,0.2055178863689502,1.0,979,879,5,3,4377,4277,5,2,1
TLS,Telegram,277,165,329,169,297,349,185,189,311.6666666666667,24.51303508113365,167.0,2.0,175.83333333333334,156.7943628521836,103.5,83.51197518919068,2.0,2.0,0.8862559241706162,0.8067632850241546,2.5483091787439616,2.7994011976047903,1.5,1055,935,6,3,414,334,4,2,1
TLS,AmazonAWS,517,234,579,208,537,84,20,254,548.0,31.0,221.0,13.0,239.2,209.0620960384737,108.4,90.38052887652296,2.5,2.5,0.9163879598662207,0.8154981549815498,2.206642066420664,2.479638009049774,1.0,1196,1096,5,2,542,442,5,2,1
DNS,,56,143,56,143,64,64,151,151,56.333333333333336,0.4714045207910317,141.66666666666666,1.8856180831641267,64.33333333333333,0.4714045207910317,149.66666666666666,1.8856180831641267,1.0,1.0,0.8756476683937824,0.9465478841870824,0.4298440979955457,0.3976470588235294,1.0,193,169,3,3,449,425,3,3,0
DNS,,57,139,56,143,65,64,147,151,56.5,0.5,141.0,2.0,64.5,0.5,149.0,2.0,1.0,1.0,0.875968992248062,0.9463087248322147,0.43288590604026844,0.40070921985815605,1.0,129,113,2,2,298,282,2,2,0
HTTP,,240,1055,238,739,260,20,20,1075,239.0,1.0,897.0,158.0,115.6,117.08731784441899,468.5,462.2058524077773,2.5,2.0,0.8269896193771626,0.9573105656350054,0.3084311632870864,0.26644370122630995,1.25,578,478,5,2,1874,1794,4,2,1
TLS,Microsoft365,303,4226,158,51,323,20,1480,1480,380.0,219.55561178586774,2138.5,2087.5,210.0,245.36163785998278,1089.25,591.2391119504866,2.0,2.0,0.9047619047619048,0.9816387422538444,0.2891898095019509,0.26654196866962826,1.5,1260,1140,6,3,4357,4277,4,2,1
TLS,Microsoft,517,7037,0,0,537,32,20,1480,517.0,0.0,7037.0,0.0,152.25,222.1895305814385,1192.8333333333333,533.2261611069817,4.0,6.0,0.8489326765188834,0.9832331982674305,0.08509151879279027,0.073468807730567,0.6666666666666666,609,517,4,1,7157,7037,6,1,1
TLS,Telegram,129,177,281,169,149,301,197,189,343.3333333333333,205.23861451707592,1511.3333333333333,1892.691968834044,277.5,231.72019765225474,775.6666666666666,494.2201488765462,1.3333333333333333,2.0,0.9279279279279279,0.9742157284056725,0.238504512247529,0.22717247463608292,0.6666666666666666,1110,1030,4,3,4654,4534,6,3,1
TLS,Microsoft365,192,5933,158,51,212,20,1480,1480,229.66666666666666,78.54651841778575,2992.0,2941.0,192.25,120.48729186100914,1017.3333333333334,654.421797382154,1.3333333333333333,3.0,0.8959687906371911,0.9803407601572739,0.1259829619921363,0.1151403743315508,0.6666666666666666,769,689,4,3,6104,5984,6,2,1
QUIC,YouTube,1329,2109,2378,0,1258,87,1258,77,1853.5,524.5,2109.0,0.0,537.5714285714286,553.2426120203522,711.0,486.0500660082937,3.5,3.0,0.9851182567100718,0.9887482419127989,1.7641819034224098,1.7577050734945472,2.3333333333333335,3763,3707,7,2,2133,2109,3,1,0
TLS,Outlook,185,4434,158,51,205,32,1480,1480,171.5,13.5,2242.5,2191.5,91.0,82.61718949468083,917.0,689.5320152103164,2.5,2.5,0.7538461538461538,0.9781897491821155,0.09923664122137404,0.07647714604236343,1.0,455,343,5,2,4585,4485,5,2,1
QUIC,Google,1583,2451,0,0,1258,85,1258,796,1583.0,0.0,2451.0,0.0,535.6666666666666,515.9679145924569,358.14285714285717,447.5190111113967,3.0,7.0,0.985065339141257,0.9776625448743518,0.6410051854806542,0.645858833129335,0.42857142857142855,1607,1583,3,1,2507,2451,7,1,0
DNS,,57,139,86,173,65,94,147,181,70.2,17.747112441183212,156.2,18.583863968507735,78.2,17.747112441183212,164.2,18.583863968507735,1.0,1.0,0.8976982097186701,0.951278928136419,0.4762484774665043,0.4494238156209987,1.0,391,351,5,5,821,781,5,5,0
DNS,WindowsUpdate,41,147,57,139,49,65,155,147,49.0,8.0,143.0,4.0,57.0,8.0,151.0,4.0,1.0,1.0,0.8596491228070176,0.9470198675496688,0.37748344370860926,0.34265734265734266,1.0,114,98,2,2,302,286,2,2,0
HTTP,WindowsUpdate,246,553,0,0,266,20,20,573,246.0,0.0,553.0,0.0,102.0,115.96551211459379,158.25,239.45602414639728,3.0,4.0,0.803921568627451,0.8736176935229067,0.4834123222748815,0.4448462929475588,0.75,306,246,3,1,633,553,4,1,1
QUIC,Google,1588,3365,78,25,1258,87,1258,1258,566.3333333333334,722.6609778373875,1695.0,1670.0,347.8,461.66541997424935,686.0,537.9624522213422,1.6666666666666667,2.5,0.9769982748706153,0.9883381924198251,0.506997084548105,0.5011799410029498,1.0,1739,1699,5,3,3430,3390,5,2,0
DNS,,56,143,57,139,64,65,151,147,52.8,7.413501197140255,163.8,45.635074230245316,60.8,7.413501197140255,171.8,45.635074230245316,1.0,1.0,0.868421052631579,0.9534342258440046,0.3538998835855646,0.32234432234432236,1.0,304,264,5,5,859,819,5,5,0
TLS,,517,3233,2663,0,537,20,20,1430,1590.0,1073.0,3233.0,0.0,550.0,556.1765307286288,828.25,619.2125543785429,3.0,4.0,0.9636363636363636,0.975852701479022,0.9960760639903411,0.9836065573770492,1.5,3300,3180,6,2,3313,3233,4,1,1
DNS,,56,143,0,0,64,0,151,0,56.0,0.0,143.0,0.0,64.0,0.0,151.0,0.0,1.0,1.0,0.875,0.9470198675496688,0.423841059602649,0.3916083916083916,1.0,64,56,1,1,151,143,1,1,0
DNS,,57,139,56,143,65,64,147,151,52.75,6.219927652312364,189.25,82.43292728030468,60.75,6.219927652312364,197.25,82.43292728030468,1.0,1.0,0.8683127572016461,0.9594423320659062,0.30798479087452474,0.27873183619550856,1.0,243,211,4,4,789,757,4,4,0
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
DNS,,97,184,57,139,105,65,192,147,77.0,20.0,161.5,22.5,85.0,20.0,169.5,22.5,1.0,1.0,0.9058823529411765,0.9528023598820059,0.5014749262536873,0.47678018575851394,1.0,170,154,2,2,339,323,2,2,0
TLS,Telegram,337,193,217,169,357,237,213,189,267.6666666666667,50.736793574507864,181.0,12.0,153.83333333333334,138.55855160264278,110.5,90.89691963977657,2.0,2.0,0.8699891657638137,0.8190045248868778,2.088235294117647,2.218232044198895,1.5,923,803,6,3,442,362,4,2,1
DNS,,56,143,0,0,64,0,151,0,56.0,0.0,143.0,0.0,64.0,0.0,151.0,0.0,1.0,1.0,0.875,0.9470198675496688,0.423841059602649,0.3916083916083916,1.0,64,56,1,1,151,143,1,1,0
DNS,Microsoft,48,173,57,139,56,65,181,147,52.5,4.5,156.0,17.0,60.5,4.5,164.0,17.0,1.0,1.0,0.8677685950413223,0.9512195121951219,0.36890243902439024,0.33653846153846156,1.0,121,105,2,2,328,312,2,2,0
TLS,Cybersec,232,3169,126,51,252,20,20,1480,319.3333333333333,203.12448290532473,1189.6666666666667,1404.8775351926192,259.5,223.75153630757487,614.8333333333334,622.7148669781022,1.3333333333333333,2.0,0.9229287090558767,0.9674708593114665,0.2813770669558146,0.26842252731857663,0.6666666666666666,1038,958,4,3,3689,3569,6,3,1
QUIC,YouTube,1329,2109,2348,25,1258,87,1258,787,1838.5,509.5,1067.0,1042.0,620.8333333333334,556.3456409663171,541.5,509.3812422930393,3.0,2.0,0.9871140939597316,0.9852262234533703,1.7197599261311172,1.7230552952202436,1.5,3725,3677,6,2,2166,2134,4,2,0
TLS,,623,254,868,395,643,100,274,315,745.5,122.5,324.5,70.5,318.2,225.55566940336482,149.8,120.25705800492544,2.5,2.5,0.9371464487743557,0.8664886515353805,2.1241655540720963,2.2973805855161786,1.0,1591,1491,5,2,749,649,5,2,1
DNS,,34,50,86,173,42,94,58,181,57.8,16.54569430395715,129.6,41.63460099484562,65.8,16.54569430395715,137.6,41.63460099484562,1.0,1.0,0.878419452887538,0.9418604651162791,0.47819767441860467,0.44598765432098764,1.0,329,289,5,5,688,648,5,5,0
TLS,,517,3264,126,258,537,20,20,1480,613.3333333333334,442.50825478803847,1761.0,1503.0,480.0,466.2547586888524,607.0,629.905548475325,1.3333333333333333,3.0,0.9583333333333334,0.9670510708401977,0.5271828665568369,0.5224304372515616,0.6666666666666666,1920,1840,4,3,3642,3522,6,2,1
TLS,,521,150,1614,78,541,71,20,170,724.3333333333334,659.2684497902876,114.0,36.0,382.1666666666667,438.8068734901747,77.0,62.42595614005443,2.0,2.0,0.9476668120366333,0.7402597402597403,7.444805194805195,9.530701754385966,1.5,2293,2173,6,3,308,228,4,2,1
TLS,,549,6327,1553,0,569,20,20,1480,1051.0,502.0,6327.0,0.0,545.5,578.1541749395225,1074.5,532.352561748321,2.0,6.0,0.9633363886342805,0.9813866914844114,0.3384519931751202,0.33222696380591116,0.6666666666666666,2182,2102,4,2,6447,6327,6,1,1
QUIC,Google,2481,2132,111,25,1258,84,1258,781,1296.0,1185.0,1078.5,1053.5,526.4,559.6036454491697,439.4,497.5550622795431,2.5,2.5,0.9848024316109423,0.9817933545744196,1.1979972690031861,1.2016689847009736,1.0,2632,2592,5,2,2197,2157,5,2,0
TLS,,555,4508,807,0,575,20,20,1480,681.0,126.0,4508.0,0.0,292.4,273.2680735102438,921.6,685.0943292715245,2.5,5.0,0.9316005471956225,0.9782986111111112,0.3172743055555556,0.3021295474711624,1.0,1462,1362,5,2,4608,4508,5,1,1
TLS,Telegram,257,205,153,169,277,173,225,189,209.0,42.833009077890694,187.0,18.0,124.5,108.80065869898644,113.5,94.36233358708336,2.0,2.0,0.8393574297188755,0.8237885462555066,1.645374449339207,1.6764705882352942,1.5,747,627,6,3,454,374,4,2,1
QUIC,YouTube,1327,2109,2346,25,1258,85,1258,788,1836.5,509.5,1067.0,1042.0,620.1666666666666,556.4396992387306,541.5,509.72468058747165,3.0,2.0,0.987100241870465,0.9852262234533703,1.7179132040627885,1.7211808809746953,1.5,3721,3673,6,2,2166,2134,4,2,0
QUIC,Google,1327,2122,1006,117,1258,85,1258,791,1166.5,160.5,1119.5,1002.5,474.6,507.55279528340697,455.8,487.84727118228307,2.5,2.5,0.9831436999578592,0.9824484422992541,1.041246160596753,1.0419830281375615,1.0,2373,2333,5,2,2279,2239,5,2,0
TLS,Microsoft365,179,5929,158,0,199,20,1480,1480,168.5,10.5,5929.0,0.0,104.25,84.5765186088905,1008.1666666666666,667.7675285772902,2.0,6.0,0.8081534772182254,0.980162010249628,0.06893701438254257,0.05683926463147242,0.6666666666666666,417,337,4,2,6049,5929,6,1,1
QUIC,Google,1329,2122,669,117,1258,87,1258,783,999.0,330.0,1119.5,1002.5,407.6,466.66416189803994,455.8,485.59217456627124,2.5,2.5,0.9803729146221786,0.9824484422992541,0.8942518648530057,0.8923626619026351,1.0,2038,1998,5,2,2279,2239,5,2,0
QUIC,Google,1325,2107,144,117,1258,83,79,1258,500.6666666666667,584.6505128897281,1112.0,995.0,308.4,475.6938511269617,452.8,490.9563728071976,1.6666666666666667,2.5,0.9740596627756161,0.9823321554770318,0.681095406360424,0.6753597122302158,1.0,1542,1502,5,3,2264,2224,5,2,0
TLS,Telegram,205,129,281,169,225,301,149,189,271.6666666666667,51.051172584204394,149.0,20.0,155.83333333333334,140.54823213244467,94.5,75.83040287378144,2.0,2.0,0.8716577540106952,0.7883597883597884,2.4735449735449735,2.7348993288590604,1.5,935,815,6,3,378,298,4,2,1
TLS,,517,3233,2649,258,537,20,20,1430,1583.0,1066.0,1745.5,1487.5,653.2,548.6935027863917,718.2,595.9726168206053,2.5,2.5,0.9693815064298836,0.9721526037315511,0.909495962127541,0.9069034660555715,1.0,3266,3166,5,2,3591,3491,5,2,1
TLS,Cybersec,197,5398,126,51,217,20,20,1480,176.0,35.505868059613285,2724.5,2673.5,152.0,82.17968118701849,928.1666666666666,631.84661025354,1.3333333333333333,3.0,0.868421052631579,0.9784521458071467,0.10917579457712336,0.09689851348871352,0.6666666666666666,608,528,4,3,5569,5449,6,2,1
TLS,Cybersec,232,3169,126,51,252,20,20,1480,319.3333333333333,203.12448290532473,1189.6666666666667,1404.8775351926192,259.5,223.75153630757487,614.8333333333334,622.7148669781022,1.3333333333333333,2.0,0.9229287090558767,0.9674708593114665,0.2813770669558146,0.26842252731857663,0.6666666666666666,1038,958,4,3,3689,3569,6,3,1
TLS,,530,4562,2671,0,550,20,20,1480,1600.5,1070.5,4562.0,0.0,660.2,557.9105304616503,932.4,673.1352315842635,2.5,5.0,0.9697061496516207,0.9785499785499786,0.7080652080652081,0.7016659359929855,1.0,3301,3201,5,2,4662,4562,5,1,1
TLS,,517,137,2551,322,537,1480,20,157,1534.0,1017.0,229.5,92.5,787.0,555.8808325531651,111.8,126.7413113392788,2.0,2.5,0.974587039390089,0.8211091234347049,5.631484794275492,6.684095860566448,0.8,3148,3068,4,2,559,459,5,2,1
DNS,,57,139,39,144,65,47,147,152,51.0,8.48528137423857,140.66666666666666,2.3570226039551585,59.0,8.48528137423857,148.66666666666666,2.3570226039551585,1.0,1.0,0.864406779661017,0.9461883408071748,0.3968609865470852,0.36255924170616116,1.0,177,153,3,3,446,422,3,3,0
DNS,,56,143,56,143,64,64,151,151,56.333333333333336,0.4714045207910317,141.66666666666666,1.8856180831641267,64.33333333333333,0.4714045207910317,149.66666666666666,1.8856180831641267,1.0,1.0,0.8756476683937824,0.9465478841870824,0.4298440979955457,0.3976470588235294,1.0,193,169,3,3,449,425,3,3,0
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
QUIC,Google,1327,2121,705,117,1258,85,1258,795,1016.0,311.0,1119.0,1002.0,414.4,469.60264053772096,455.6,489.1390804260073,2.5,2.5,0.9806949806949807,0.9824407374890255,0.9095697980684812,0.9079535299374442,1.0,2072,2032,5,2,2278,2238,5,2,0
QUIC,Google,1586,2459,0,0,1258,85,800,1258,1586.0,0.0,2459.0,0.0,536.6666666666666,515.4430672300828,359.2857142857143,447.7303762264945,3.0,7.0,0.9850931677018634,0.9777335984095428,0.6401590457256461,0.6449776331842212,0.42857142857142855,1610,1586,3,1,2515,2459,7,1,0
DNS,,56,143,57,139,64,65,151,147,56.4,0.4898979485566356,141.4,1.9595917942265424,64.4,0.4898979485566356,149.4,1.9595917942265424,1.0,1.0,0.8757763975155279,0.9464524765729585,0.43105756358768405,0.3988684582743989,1.0,322,282,5,5,747,707,5,5,0
TLS,Telegram,357,109,233,169,377,253,129,189,258.3333333333333,72.46761728907302,139.0,30.0,149.16666666666666,138.959726379824,89.5,72.66532873386042,2.0,2.0,0.8659217877094972,0.776536312849162,2.5,2.787769784172662,1.5,895,775,6,3,358,278,4,2,1
QUIC,Google,1585,2115,112,290,1258,84,1258,788,848.5,736.5,1202.5,912.5,347.4,461.89288801625855,489.0,467.1654953011834,2.5,2.5,0.9769717904432931,0.983640081799591,0.7104294478527607,0.7056133056133056,1.0,1737,1697,5,2,2445,2405,5,2,0
QUIC,Google,2532,2157,145,0,1258,88,79,33,1338.5,1193.5,2157.0,0.0,543.4,564.6363785658873,439.4,501.2099759581806,2.5,5.0,0.9852778800147222,0.9817933545744196,1.2366863905325445,1.2410755679184051,1.0,2717,2677,5,2,2197,2157,5,1,0
TLS,Teams,517,7300,0,0,537,20,1480,1480,517.0,0.0,7300.0,0.0,128.2,204.4704379610901,1480.0,0.0,5.0,5.0,0.8065522620904836,0.9864864864864865,0.08662162162162163,0.07082191780821918,1.0,641,517,5,1,7400,7300,5,1,1
TLS,Telegram,177,137,249,169,197,269,157,189,182.33333333333334,52.39168721170267,153.0,16.0,111.16666666666667,98.40632883892964,96.5,77.3320761392063,2.0,2.0,0.8200899550224887,0.7927461139896373,1.7279792746113989,1.7875816993464053,1.5,667,547,6,3,386,306,4,2,1
TLS,Telegram,153,125,281,169,173,301,145,189,254.33333333333334,74.28473747831531,147.0,22.0,147.16666666666666,137.58805261439753,93.5,75.12822372450982,2.0,2.0,0.8640996602491506,0.786096256684492,2.3609625668449197,2.5952380952380953,1.5,883,763,6,3,374,294,4,2,1
TLS,Microsoft,227,6236,158,51,247,20,1480,1480,192.5,34.5,3143.5,3092.5,116.25,99.29344137454397,1067.8333333333333,591.3387119259335,2.0,3.0,0.8279569892473119,0.9812704854065866,0.07257686904947713,0.06123747415301416,0.6666666666666666,465,385,4,2,6407,6287,6,2,1
TLS,Teams,591,154,830,69,611,71,20,174,486.3333333333333,331.69497366640263,111.5,42.5,311.8,282.76873943206664,64.6,60.87889617921797,1.6666666666666667,2.5,0.935856318152662,0.6904024767801857,4.826625386996904,6.542600896860987,1.0,1559,1459,5,3,323,223,5,2,1
TLS,Microsoft365,188,5898,126,0,208,20,20,1480,157.0,31.0,5898.0,0.0,98.5,81.50306742693799,1003.0,591.186095912277,2.0,6.0,0.7969543147208121,0.9800598205383848,0.06547025589896975,0.05323838589352323,0.6666666666666666,394,314,4,2,6018,5898,6,1,1
DNS,,39,126,31,106,47,39,134,114,35.0,4.0,116.0,10.0,43.0,4.0,124.0,10.0,1.0,1.0,0.813953488372093,0.9354838709677419,0.3467741935483871,0.3017241379310345,1.0,86,70,2,2,248,232,2,2,0
DNS,,57,139,86,173,65,94,147,181,73.75,18.18481509391833,159.5,19.42292459955503,81.75,18.18481509391833,167.5,19.42292459955503,1.0,1.0,0.9021406727828746,0.9522388059701492,0.4880597014925373,0.46238244514106586,1.0,327,295,4,4,670,638,4,4,0
TLS,,517,3233,2649,0,537,20,20,1430,1583.0,1066.0,3233.0,0.0,547.6666666666666,553.6908483581389,828.25,619.2125543785429,3.0,4.0,0.963481436396835,0.975852701479022,0.99185028674917,0.9792762140426848,1.5,3286,3166,6,2,3313,3233,4,1,1
DNS,,74,161,43,130,82,51,169,138,53.4,13.124023773218335,145.2,11.805083650698965,61.4,13.124023773218335,153.2,11.805083650698965,1.0,1.0,0.8697068403908795,0.9477806788511749,0.4007832898172324,0.3677685950413223,1.0,307,267,5,5,766,726,5,5,0
TLS,AmazonAWS,183,4399,93,0,203,32,20,1460,138.0,45.0,4399.0,0.0,77.6,71.68430790626356,899.8,686.5567420104474,2.5,5.0,0.711340206185567,0.9777728384085352,0.0862413869748833,0.06274153216640145,1.0,388,276,5,2,4499,4399,5,1,1
TLS,,170,4958,126,274,190,20,20,1480,151.33333333333334,18.571184369578827,2616.0,2342.0,133.5,67.47406909324499,892.0,611.2359064496566,1.3333333333333333,3.0,0.850187265917603,0.9775784753363229,0.09977578475336323,0.0867737003058104,0.6666666666666666,534,454,4,3,5352,5232,6,2,1
TLS,,174,4065,93,258,194,20,20,1480,151.0,41.30375285612676,1564.0,1769.0545497524943,133.25,74.52977592881922,802.0,592.7065040979388,1.3333333333333333,2.0,0.849906191369606,0.9750623441396509,0.11076475477971737,0.09654731457800511,0.6666666666666666,533,453,4,3,4812,4692,6,3,1
TLS,,170,4958,126,274,190,20,20,1480,148.0,22.0,2616.0,2342.0,94.0,75.61745830163825,892.0,611.2359064496566,2.0,3.0,0.7872340425531915,0.9775784753363229,0.07025411061285501,0.05657492354740061,0.6666666666666666,376,296,4,2,5352,5232,6,2,1
TLS,Cybersec,197,5398,126,51,217,20,20,1480,161.5,35.5,2724.5,2673.5,100.75,84.56173780144303,928.1666666666666,631.84661025354,2.0,3.0,0.8014888337468983,0.9784521458071467,0.07236487699766565,0.05927693154707286,0.6666666666666666,403,323,4,2,5569,5449,6,2,1
TLS,Cybersec,232,3169,126,51,252,20,20,1480,319.3333333333333,203.12448290532473,1189.6666666666667,1404.8775351926192,259.5,223.75153630757487,614.8333333333334,622.7148669781022,1.3333333333333333,2.0,0.9229287090558767,0.9674708593114665,0.2813770669558146,0.26842252731857663,0.6666666666666666,1038,958,4,3,3689,3569,6,3,1
DNS,YouTube,48,167,86,173,56,94,175,181,63.0,25.019992006393608,174.2,20.663010429267075,71.0,25.019992006393608,182.2,20.663010429267075,1.0,1.0,0.8873239436619719,0.9560922063666301,0.3896816684961581,0.3616532721010333,1.0,355,315,5,5,911,871,5,5,0
TLS,,530,4562,2671,0,550,20,20,1480,1600.5,1070.5,4562.0,0.0,660.2,557.9105304616503,932.4,673.1352315842635,2.5,5.0,0.9697061496516207,0.9785499785499786,0.7080652080652081,0.7016659359929855,1.0,3301,3201,5,2,4662,4562,5,1,1
TLS,,517,5735,93,0,537,20,20,1432,305.0,212.0,5735.0,0.0,172.5,213.84164701947094,975.8333333333334,645.6057663586622,2.0,6.0,0.8840579710144928,0.9795046968403074,0.11784799316823227,0.10636442894507411,0.6666666666666666,690,610,4,2,5855,5735,6,1,1
TLS,AmazonAWS,553,3440,1860,0,573,20,20,1480,1206.5,653.5,3440.0,0.0,422.1666666666667,506.4709325870099,880.0,627.5348595894893,3.0,4.0,0.9526253454401895,0.9772727272727273,0.7196022727272727,0.701453488372093,1.5,2533,2413,6,2,3520,3440,4,1,1
QUIC,Google,2485,2132,111,25,1258,88,1258,795,1298.0,1187.0,1078.5,1053.5,527.2,558.9731299445439,439.4,501.4956031711544,2.5,2.5,0.9848254931714719,0.9817933545744196,1.1998179335457442,1.2035234121464997,1.0,2636,2596,5,2,2197,2157,5,2,0
DNS,,97,184,56,143,105,64,192,151,69.66666666666667,19.3275853524323,156.66666666666666,19.3275853524323,77.66666666666667,19.3275853524323,164.66666666666666,19.3275853524323,1.0,1.0,0.8969957081545065,0.951417004048583,0.4716599190283401,0.44468085106382976,1.0,233,209,3,3,494,470,3,3,0
QUIC,Google,1250,3750,41,1280,1258,49,1258,1258,495.0,537.5072092539783,2515.0,1235.0,305.0,476.7821305376283,1014.0,488.0,1.6666666666666667,2.5,0.9737704918032787,0.9921104536489151,0.30078895463510846,0.2952286282306163,1.0,1525,1485,5,3,5070,5030,5,2,0
