proto,subproto,bulk0,bulk1,bulk2,bulk3,client_packet0,client_packet1,server_packet0,server_packet1,client_bulksize_avg,client_bulksize_dev,server_bulksize_avg,server_bulksize_dev,client_packetsize_avg,client_packetsize_dev,server_packetsize_avg,server_packetsize_dev,client_packets_per_bulk,server_packets_per_bulk,client_effeciency,server_efficiency,byte_ratio,payload_ratio,packet_ratio,client_bytes,client_payload,client_packets,client_bulks,server_bytes,server_payload,server_packets,server_bulks,is_tcp
QUIC,Google,1829,2142,111,27,1258,86,1258,786,657.6666666666666,828.8696452934496,1084.5,1057.5,336.8333333333333,443.29426519588037,550.25,501.34039085236293,2.0,2.0,0.9762493814943097,0.9854611540208996,0.9182189913675602,0.9096357768556939,1.5,2021,1973,6,3,2201,2169,4,2,0
TLS,,517,3490,1029,542,537,20,20,1480,773.0,256.0,2016.0,1474.0,406.5,388.9347631672952,692.0,581.0160640349513,2.0,3.0,0.95079950799508,0.9710982658959537,0.3916184971098266,0.3834325396825397,0.6666666666666666,1626,1546,4,2,4152,4032,6,2,1
TLS,,517,3489,1078,0,537,20,20,1480,797.5,280.5,3489.0,0.0,339.0,397.68731435639233,717.8,656.1001143118327,2.5,5.0,0.9410029498525073,0.9721370855391473,0.47227640011145167,0.4571510461450272,1.0,1695,1595,5,2,3589,3489,5,1,1
TLS,,600,244,863,823,620,84,20,264,731.5,131.5,533.5,289.5,312.6,338.9463674388619,233.4,204.93081759462146,2.5,2.5,0.9360204734484965,0.9143101970865467,1.339331619537275,1.3711340206185567,1.0,1563,1463,5,2,1167,1067,5,2,1
QUIC,GoogleServices,2142,2548,78,0,1258,82,1258,803,1110.0,1032.0,2548.0,0.0,563.0,502.76336382039614,432.6666666666667,456.9918550210228,2.0,6.0,0.9857904085257548,0.9815100154083205,0.8674884437596302,0.8712715855572999,0.6666666666666666,2252,2220,4,2,2596,2548,6,1,0
TLS,,517,6327,0,0,537,32,20,1480,517.0,0.0,6327.0,0.0,152.25,222.1895305814385,1074.5,532.352561748321,4.0,6.0,0.8489326765188834,0.9813866914844114,0.09446254071661238,0.08171329223960803,0.6666666666666666,609,517,4,1,6447,6327,6,1,1
TLS,,549,156,52,31,569,71,20,176,300.5,248.5,93.5,62.5,170.25,231.13997382538574,53.166666666666664,56.036942180037705,2.0,3.0,0.882525697503671,0.5862068965517241,2.134796238244514,3.213903743315508,0.6666666666666666,681,601,4,2,319,187,6,2,1
TLS,Microsoft,517,5685,257,0,537,32,20,1480,387.0,130.0,5685.0,0.0,179.6,203.1084439406693,1157.0,571.6607385504099,2.5,5.0,0.8619153674832962,0.982713915298185,0.15522904062229906,0.13614775725593667,1.0,898,774,5,2,5785,5685,5,1,1
TLS,Telegram,305,177,137,169,325,157,197,189,225.0,68.81860213634101,173.0,4.0,132.5,122.5734473693222,106.5,86.54623042050994,2.0,2.0,0.8490566037735849,0.812206572769953,1.8661971830985915,1.9508670520231215,1.5,795,675,6,3,426,346,4,2,1
DNS,,57,139,56,143,65,64,147,151,56.333333333333336,0.4714045207910317,141.66666666666666,1.8856180831641267,64.33333333333333,0.4714045207910317,149.66666666666666,1.8856180831641267,1.0,1.0,0.8756476683937824,0.9465478841870824,0.4298440979955457,0.3976470588235294,1.0,193,169,3,3,449,425,3,3,0
TLS,,517,3233,2649,258,537,20,20,1430,1583.0,1066.0,1745.5,1487.5,653.2,548.6935027863917,718.2,595.9726168206053,2.5,2.5,0.9693815064298836,0.9721526037315511,0.909495962127541,0.9069034660555715,1.0,3266,3166,5,2,3591,3491,5,2,1
DNS,Microsoft,47,229,56,143,55,64,237,151,53.333333333333336,4.4969125210773475,170.33333333333334,41.51572660517404,61.333333333333336,4.4969125210773475,178.33333333333334,41.51572660517404,1.0,1.0,0.8695652173913043,0.9551401869158879,0.34392523364485983,0.3131115459882583,1.0,184,160,3,3,535,511,3,3,0
QUIC,Google,1328,2121,2222,25,1258,86,1258,801,1775.0,447.0,1073.0,1048.0,599.6666666666666,544.0712780101111,544.5,511.5488735204096,3.0,2.0,0.9866592551417455,0.9853076216712581,1.6519742883379247,1.6542404473438956,1.5,3598,3550,6,2,2178,2146,4,2,0
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
QUIC,Google,2525,2134,145,0,1258,86,1258,786,1335.0,1190.0,2134.0,0.0,453.0,551.0084693843946,541.5,508.9855105992704,3.0,4.0,0.9823399558498896,0.9852262234533703,1.254847645429363,1.2511715089034676,1.5,2718,2670,6,2,2166,2134,4,1,0
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
TLS,Telegram,181,189,297,169,201,317,209,189,215.66666666666666,57.71962885843563,179.0,10.0,127.83333333333333,115.29876649624468,109.5,89.7788950700553,2.0,2.0,0.8435462842242504,0.817351598173516,1.7511415525114156,1.8072625698324023,1.5,767,647,6,3,438,358,4,2,1
TLS,Telegram,213,165,329,169,233,349,185,189,258.3333333333333,50.63156678946007,167.0,2.0,149.16666666666666,134.03658290017526,103.5,83.51197518919068,2.0,2.0,0.8659217877094972,0.8067632850241546,2.1618357487922704,2.320359281437126,1.5,895,775,6,3,414,334,4,2,1
DNS,Microsoft,46,304,0,0,54,0,312,0,46.0,0.0,304.0,0.0,54.0,0.0,312.0,0.0,1.0,1.0,0.8518518518518519,0.9743589743589743,0.17307692307692307,0.1513157894736842,1.0,54,46,1,1,312,304,1,1,0
DNS,,56,143,56,143,64,64,151,151,48.6,9.810198774744578,153.8,41.95902763410992,56.6,9.810198774744578,161.8,41.95902763410992,1.0,1.0,0.8586572438162544,0.9505562422744128,0.34981458590852904,0.3159947984395319,1.0,283,243,5,5,809,769,5,5,0
DNS,,55,142,97,184,63,105,150,192,88.66666666666667,24.796953217863052,155.0,20.54263858417414,74.5,17.628102563804195,163.0,20.54263858417414,1.3333333333333333,1.0,0.8926174496644296,0.950920245398773,0.6094069529652352,0.5720430107526882,1.3333333333333333,298,266,4,3,489,465,3,3,0
TLS,AmazonAWS,517,234,579,217,537,84,20,254,548.0,31.0,225.5,8.5,294.0,199.04396499266187,95.16666666666667,88.70628813988078,2.0,3.0,0.9319727891156463,0.7898423817863398,2.0595446584938704,2.4301552106430155,0.6666666666666666,1176,1096,4,2,571,451,6,2,1
DNS,,112,286,0,0,64,64,151,151,112.0,0.0,286.0,0.0,64.0,0.0,151.0,0.0,2.0,2.0,0.875,0.9470198675496688,0.423841059602649,0.3916083916083916,1.0,128,112,2,1,302,286,2,1,0
DNS,,114,278,0,0,65,65,147,147,114.0,0.0,278.0,0.0,65.0,0.0,147.0,0.0,2.0,2.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,130,114,2,1,294,278,2,1,0
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
TLS,,517,3233,2649,0,537,20,20,1430,1583.0,1066.0,3233.0,0.0,653.2,548.6935027863917,666.6,641.2973101456141,2.5,5.0,0.9693815064298836,0.96999699969997,0.9798979897989799,0.9792762140426848,1.0,3266,3166,5,2,3333,3233,5,1,1
TLS,Cybersec,197,5398,126,0,217,20,20,1480,161.5,35.5,5398.0,0.0,84.6,82.24256805328979,1099.6,550.2179931627101,2.5,5.0,0.7635933806146572,0.981811567842852,0.07693706802473627,0.05983697665802149,1.0,423,323,5,2,5498,5398,5,1,1
TLS,,530,4562,1586,0,550,20,20,1480,1058.0,528.0,4562.0,0.0,443.2,553.693922668472,932.4,673.1352315842635,2.5,5.0,0.9548736462093863,0.9785499785499786,0.47533247533247536,0.46383165278386673,1.0,2216,2116,5,2,4662,4562,5,1,1
QUIC,YouTube,1327,2109,2344,25,1258,85,1258,786,1835.5,508.5,1067.0,1042.0,619.8333333333334,555.9422681857852,541.5,509.0385545319726,3.0,2.0,0.9870933046517881,0.9852262234533703,1.7169898430286241,1.7202436738519213,1.5,3719,3671,6,2,2166,2134,4,2,0
TLS,,517,3235,126,258,537,20,20,1480,1047.6666666666667,1039.2864004797823,1746.5,1488.5,648.6,551.4843968780984,718.6,630.6788723272724,1.6666666666666667,2.5,0.9691643539932162,0.9721681046479266,0.9025883662677429,0.8997995991983968,1.0,3243,3143,5,3,3593,3493,5,2,1
QUIC,YouTube,1328,2109,2343,25,1258,86,1258,797,1835.5,507.5,1067.0,1042.0,619.8333333333334,555.9419683943839,541.5,512.8491493607063,3.0,2.0,0.9870933046517881,0.9852262234533703,1.7169898430286241,1.7202436738519213,1.5,3719,3671,6,2,2166,2134,4,2,0
DNS,,37,188,49,169,45,57,196,177,51.4,7.83836717690617,154.8,20.262280227062305,59.4,7.83836717690617,162.8,20.262280227062305,1.0,1.0,0.8653198653198653,0.9508599508599509,0.36486486486486486,0.33204134366925064,1.0,297,257,5,5,814,774,5,5,0
TLS,Teams,584,5685,1697,0,604,20,20,1480,1140.5,556.5,5685.0,0.0,476.2,530.8161263563871,1157.0,571.6607385504099,2.5,5.0,0.9580008399832003,0.982713915298185,0.41158167675021606,0.40123131046613897,1.0,2381,2281,5,2,5785,5685,5,1,1
TLS,Teams,517,5983,158,0,537,32,1480,1480,337.5,179.5,5983.0,0.0,157.4,198.99909547533125,1216.6,526.8,2.5,5.0,0.8576874205844981,0.983560743054414,0.1293769521617623,0.11281965569112486,1.0,787,675,5,2,6083,5983,5,1,1
DNS,Amazon,39,98,47,111,47,55,106,119,49.75,7.327175444876422,122.75,18.872930350107268,57.75,7.327175444876422,130.75,18.872930350107268,1.0,1.0,0.8614718614718615,0.9388145315487572,0.4416826003824092,0.40529531568228105,1.0,231,199,4,4,523,491,4,4,0
DNS,,39,181,30,158,47,38,189,166,42.0,11.224972160321824,159.33333333333334,17.172329163188344,50.0,11.224972160321824,167.33333333333334,17.172329163188344,1.0,1.0,0.84,0.952191235059761,0.29880478087649404,0.26359832635983266,1.0,150,126,3,3,502,478,3,3,0
DNS,,30,198,0,0,38,0,206,0,30.0,0.0,198.0,0.0,38.0,0.0,206.0,0.0,1.0,1.0,0.7894736842105263,0.9611650485436893,0.18446601941747573,0.15151515151515152,1.0,38,30,1,1,206,198,1,1,0
TLS,,517,156,3766,0,537,20,20,131,2141.5,1624.5,156.0,0.0,631.8571428571429,586.3595748518209,72.0,45.58508528016593,3.5,3.0,0.9683472756047932,0.7222222222222222,20.47685185185185,27.455128205128204,2.3333333333333335,4423,4283,7,2,216,156,3,1,1
TLS,,618,238,3282,369,638,84,258,331,1950.0,1332.0,303.5,65.5,577.1428571428571,442.19143513428935,222.33333333333334,106.32131593533923,3.5,1.5,0.9653465346534653,0.9100449775112444,6.056971514242878,6.42504118616145,2.3333333333333335,4040,3900,7,2,667,607,3,2,1
TLS,,627,3799,2785,0,647,32,1480,899,1706.0,1079.0,3799.0,0.0,509.14285714285717,490.05434933905286,1286.3333333333333,273.88602657958944,3.5,3.0,0.957351290684624,0.9844519305519565,0.9235553252137859,0.8981310871281917,2.3333333333333335,3564,3412,7,2,3859,3799,3,1,1
QUIC,Google,3420,2186,0,0,1258,86,1258,798,3420.0,0.0,2186.0,0.0,692.0,513.0489255421943,445.2,498.2663544731874,5.0,5.0,0.9884393063583815,0.9820305480682839,1.5543575920934412,1.5645013723696248,1.0,3460,3420,5,1,2226,2186,5,1,0
TLS,,597,241,3041,1731,617,100,261,291,1819.0,1222.0,986.0,745.0,626.3333333333334,635.3279118341611,513.0,568.0946224001773,3.0,2.0,0.968068121341139,0.9610136452241715,1.831384015594542,1.8448275862068966,1.5,3758,3638,6,2,2052,1972,4,2,1
TLS,,530,3377,0,0,550,20,20,1480,530.0,0.0,3377.0,0.0,285.0,265.0,695.4,662.0004833835093,2.0,5.0,0.9298245614035088,0.9712395743457003,0.16393442622950818,0.15694403316553154,0.4,570,530,2,1,3477,3377,5,1,1
QUIC,Google,1325,2132,111,25,1258,83,1258,791,652.6666666666666,504.15231384528585,1078.5,1053.5,334.3333333333333,442.8218854372741,547.25,505.6809147080795,2.0,2.0,0.9760717846460618,0.9853814527181362,0.916400182731841,0.9077422345850719,1.5,2006,1958,6,3,2189,2157,4,2,0
QUIC,YouTube,1327,2109,2343,25,1258,85,1258,785,1835.0,508.0,1067.0,1042.0,619.6666666666666,556.1021089292465,541.5,508.69661882108085,3.0,2.0,0.9870898332436794,0.9852262234533703,1.716528162511542,1.7197750702905341,1.5,3718,3670,6,2,2166,2134,4,2,0
TLS,Telegram,113,205,185,169,133,205,225,20,209.0,89.7997772825746,187.0,18.0,145.4,123.78142025360673,94.8,92.31554581975887,1.6666666666666667,2.5,0.8624484181568088,0.7890295358649789,1.5337552742616034,1.6764705882352942,1.0,727,627,5,3,474,374,5,2,1
TLS,,530,4562,2671,0,550,20,20,1480,1600.5,1070.5,4562.0,0.0,660.2,557.9105304616503,932.4,673.1352315842635,2.5,5.0,0.9697061496516207,0.9785499785499786,0.7080652080652081,0.7016659359929855,1.0,3301,3201,5,2,4662,4562,5,1,1
QUIC,Google,1587,2140,145,0,1258,87,1258,799,866.0,721.0,2140.0,0.0,296.6666666666667,436.6068661342324,543.0,512.150856681896,3.0,4.0,0.9730337078651685,0.9852670349907919,0.8195211786372008,0.8093457943925234,1.5,1780,1732,6,2,2172,2140,4,1,0
DNS,,56,143,57,139,64,65,151,147,56.333333333333336,0.4714045207910317,141.66666666666666,1.8856180831641267,64.33333333333333,0.4714045207910317,149.66666666666666,1.8856180831641267,1.0,1.0,0.8756476683937824,0.9465478841870824,0.4298440979955457,0.3976470588235294,1.0,193,169,3,3,449,425,3,3,0
DNS,,57,139,56,143,65,64,147,151,56.333333333333336,0.4714045207910317,141.66666666666666,1.8856180831641267,64.33333333333333,0.4714045207910317,149.66666666666666,1.8856180831641267,1.0,1.0,0.8756476683937824,0.9465478841870824,0.4298440979955457,0.3976470588235294,1.0,193,169,3,3,449,425,3,3,0
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
TLS,AmazonAWS,528,146,1364,107,548,71,20,166,946.0,418.0,126.5,19.5,335.3333333333333,285.5618244015743,83.25,53.6627198341642,3.0,2.0,0.9403578528827038,0.7597597597597597,6.042042042042042,7.478260869565218,1.5,2012,1892,6,2,333,253,4,2,1
TLS,Telegram,161,137,249,169,181,269,157,189,209.0,36.368484525295614,153.0,16.0,124.5,107.6177649523225,96.5,77.3320761392063,2.0,2.0,0.8393574297188755,0.7927461139896373,1.9352331606217616,2.049019607843137,1.5,747,627,6,3,386,306,4,2,1
TLS,Telegram,105,85,169,169,125,189,105,189,147.66666666666666,30.169889330626027,127.0,42.0,93.83333333333333,76.85357650898378,83.5,70.1017118193272,2.0,2.0,0.7868561278863233,0.7604790419161677,1.68562874251497,1.7440944881889764,1.5,563,443,6,3,334,254,4,2,1
DNS,,57,139,32,80,65,40,147,88,44.5,12.5,109.5,29.5,52.5,12.5,117.5,29.5,1.0,1.0,0.8476190476190476,0.9319148936170213,0.44680851063829785,0.4063926940639269,1.0,105,89,2,2,235,219,2,2,0
TLS,,517,3233,2649,0,537,20,20,1430,1583.0,1066.0,3233.0,0.0,653.2,548.6935027863917,666.6,641.2973101456141,2.5,5.0,0.9693815064298836,0.96999699969997,0.9798979897989799,0.9792762140426848,1.0,3266,3166,5,2,3333,3233,5,1,1
QUIC,Google,1585,2428,111,0,1258,87,792,87,848.0,737.0,2428.0,0.0,432.0,481.5324495815417,412.6666666666667,460.3240404565269,2.0,6.0,0.9814814814814815,0.9806138933764136,0.6978998384491115,0.6985172981878089,0.6666666666666666,1728,1696,4,2,2476,2428,6,1,0
DNS,,86,173,55,142,94,63,181,150,79.33333333333333,17.78263822446552,166.33333333333334,17.78263822446552,87.33333333333333,17.78263822446552,174.33333333333334,17.78263822446552,1.0,1.0,0.9083969465648855,0.9541108986615678,0.5009560229445507,0.47695390781563124,1.0,262,238,3,3,523,499,3,3,0
DNS,,56,143,56,143,64,64,151,151,56.333333333333336,0.4714045207910317,141.66666666666666,1.8856180831641267,64.33333333333333,0.4714045207910317,149.66666666666666,1.8856180831641267,1.0,1.0,0.8756476683937824,0.9465478841870824,0.4298440979955457,0.3976470588235294,1.0,193,169,3,3,449,425,3,3,0
QUIC,Google,2482,2134,145,0,1258,86,1258,793,1313.5,1168.5,2134.0,0.0,445.8333333333333,541.3764607204697,541.5,511.40712744348804,3.0,4.0,0.9820560747663551,0.9852262234533703,1.2349953831948293,1.2310215557638238,1.5,2675,2627,6,2,2166,2134,4,1,0
QUIC,YouTube,1330,2109,3352,0,1258,88,1258,782,2341.0,1011.0,2109.0,0.0,676.8571428571429,549.0923493942211,711.0,478.25167711850906,3.5,3.0,0.9881806669480794,0.9887482419127989,2.2212845757149555,2.220009483167378,2.3333333333333335,4738,4682,7,2,2133,2109,3,1,0
QUIC,Google,1329,1330,665,142,1258,87,1258,88,997.0,332.0,736.0,594.0,406.8,466.3952829950149,302.4,478.5931884178879,2.5,2.5,0.9803343166175025,0.9735449735449735,1.3452380952380953,1.3546195652173914,1.0,2034,1994,5,2,1512,1472,5,2,0
TLS,Google,517,4919,64,0,537,20,20,1440,290.5,226.5,4919.0,0.0,165.25,216.2144479446274,839.8333333333334,626.9078658161997,2.0,6.0,0.8789712556732224,0.9761857511410994,0.13117682079777734,0.11811343769058752,0.6666666666666666,661,581,4,2,5039,4919,6,1,1
TLS,Telegram,237,109,201,169,257,221,129,189,191.66666666666666,41.354833118055524,139.0,30.0,115.83333333333333,100.19550333667121,89.5,72.66532873386042,2.0,2.0,0.8273381294964028,0.776536312849162,1.941340782122905,2.068345323741007,1.5,695,575,6,3,358,278,4,2,1
DNS,,57,139,0,0,65,0,147,0,57.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,1.0,1.0,0.8769230769230769,0.9455782312925171,0.4421768707482993,0.41007194244604317,1.0,65,57,1,1,147,139,1,1,0
DNS,,56,143,56,143,64,64,151,151,56.0,0.0,143.0,0.0,64.0,0.0,151.0,0.0,1.0,1.0,0.875,0.9470198675496688,0.423841059602649,0.3916083916083916,1.0,128,112,2,2,302,286,2,2,0
TLS,Telegram,333,85,329,169,353,349,105,189,298.3333333333333,46.22649552895924,127.0,42.0,169.16666666666666,152.7060538711183,83.5,70.1017118193272,2.0,2.0,0.8817733990147784,0.7604790419161677,3.038922155688623,3.5236220472440944,1.5,1015,895,6,3,334,254,4,2,1
QUIC,Google,4167,2161,0,0,1258,82,1258,789,4167.0,0.0,2161.0,0.0,702.5,488.5542446852755,548.25,504.1405434003498,6.0,4.0,0.9886120996441281,0.9854081167350661,1.9220246238030096,1.928273947246645,1.5,4215,4167,6,1,2193,2161,4,1,0
DNS,,114,139,0,0,65,65,147,0,114.0,0.0,139.0,0.0,65.0,0.0,147.0,0.0,2.0,1.0,0.8769230769230769,0.9455782312925171,0.8843537414965986,0.8201438848920863,2.0,130,114,2,1,147,139,1,1,0
TLS,AmazonAWS,517,146,2994,69,537,71,20,166,1755.5,1238.5,107.5,38.5,521.5714285714286,399.5993912274989,91.66666666666667,59.63406930792349,3.5,1.5,0.9616543412763626,0.7818181818181819,13.276363636363635,16.330232558139535,2.3333333333333335,3651,3511,7,2,275,215,3,2,1
TLS,,518,156,8095,0,538,71,20,176,4306.5,3788.5,156.0,0.0,1096.625,494.11054873884245,98.0,78.0,4.0,2.0,0.9817622250085489,0.7959183673469388,44.76020408163265,55.21153846153846,4.0,8773,8613,8,2,196,156,2,1,1
TLS,AmazonAWS,527,146,0,0,547,20,20,166,527.0,0.0,146.0,0.0,283.5,263.5,68.66666666666667,68.82506003549064,2.0,3.0,0.9294532627865961,0.7087378640776699,2.7524271844660193,3.6095890410958904,0.6666666666666666,567,527,2,1,206,146,3,1,1
TLS,,530,3377,126,0,550,20,20,1480,328.0,202.0,3377.0,0.0,184.0,217.48103365581102,695.4,662.0004833835093,2.0,5.0,0.8913043478260869,0.9712395743457003,0.21167673281564567,0.19425525614450695,0.8,736,656,4,2,3477,3377,5,1,1
TLS,,517,4571,80,0,537,32,20,1430,298.5,218.5,4571.0,0.0,172.25,212.7867183355202,781.8333333333334,625.5212271022907,2.0,6.0,0.8664731494920174,0.9744191004050309,0.14687699850778085,0.13060599431196673,0.6666666666666666,689,597,4,2,4691,4571,6,1,1
DNS,,30,46,33,129,38,41,54,137,37.4,9.604165762834375,87.4,41.000487801976206,45.4,9.604165762834375,95.4,41.000487801976206,1.0,1.0,0.8237885462555066,0.9161425576519916,0.4758909853249476,0.4279176201372998,1.0,227,187,5,5,477,437,5,5,0
QUIC,Google,1827,2165,112,2496,1258,86,790,1258,969.5,857.5,2330.5,165.5,492.75,471.75172230740185,784.8333333333334,529.2303898639567,2.0,3.0,0.9837645865043125,0.9898067530261202,0.4185602038649395,0.4160051491096331,0.6666666666666666,1971,1939,4,2,4709,4661,6,2,0
QUIC,Google,1328,1250,79,78,1258,86,1258,86,368.25,554.4300564543737,558.0,488.92381819665934,302.6,478.13328685629074,454.4,490.0361619309335,1.25,1.25,0.9735624586913417,0.9823943661971831,0.6659330985915493,0.6599462365591398,1.0,1513,1473,5,4,2272,2232,5,4,0
QUIC,Google,1328,1878,1418,118,1258,86,1258,636,1373.0,45.0,998.0,880.0,465.6666666666667,559.052969066637,507.0,492.44796679446245,3.0,2.0,0.9828203292770222,0.9842209072978304,1.3777120315581854,1.3757515030060121,1.5,2794,2746,6,2,2028,1996,4,2,0
QUIC,Google,1250,3750,41,2039,1258,49,1258,1258,823.3333333333334,553.9520637102897,2207.3333333333335,1196.7941436279766,625.5,524.2826050900411,1111.6666666666667,207.33601284442176,1.3333333333333333,2.0,0.9872102318145484,0.9928035982008996,0.3751124437781109,0.3729990939293265,0.6666666666666666,2502,2470,4,3,6670,6622,6,3,0
TLS,Google,517,7150,0,0,537,32,20,1450,517.0,0.0,7150.0,0.0,158.25,218.67141445557075,1211.6666666666667,532.9295346374499,4.0,6.0,0.8167456556082149,0.9834938101788171,0.08707015130674002,0.07230769230769231,0.6666666666666666,633,517,4,1,7270,7150,6,1,1
QUIC,YouTube,1329,2109,2342,25,1258,87,1258,784,1835.5,506.5,1067.0,1042.0,619.8333333333334,555.6699909918556,541.5,508.35543667792126,3.0,2.0,0.9870933046517881,0.9852262234533703,1.7169898430286241,1.7202436738519213,1.5,3719,3671,6,2,2166,2134,4,2,0
QUIC,GoogleServices,2146,2688,0,0,1258,86,1258,791,2146.0,0.0,2688.0,0.0,723.3333333333334,483.94306368506705,392.0,431.92261211603966,3.0,7.0,0.9889400921658986,0.9795918367346939,0.7908163265306123,0.7983630952380952,0.42857142857142855,2170,2146,3,1,2744,2688,7,1,0
TLS,Wikipedia,517,3846,822,542,537,20,1480,1480,669.5,152.5,2194.0,1652.0,287.8,263.0850812950062,897.6,532.2873659969772,2.5,2.5,0.9305072967338429,0.9777183600713012,0.32063279857397503,0.3051504102096627,1.0,1439,1339,5,2,4488,4388,5,2,1
QUIC,Google,1325,2121,1968,0,1258,83,1258,795,1646.5,321.5,2121.0,0.0,478.42857142857144,502.75209941818025,715.0,479.3669436524244,3.5,3.0,0.9832785906240669,0.9888111888111888,1.5613053613053613,1.5525695426685526,2.3333333333333335,3349,3293,7,2,2145,2121,3,1,0
TLS,Telegram,317,209,89,169,337,109,229,189,229.0,100.07996802557443,189.0,20.0,134.5,134.6040489732757,114.5,95.55234167721899,2.0,2.0,0.8513011152416357,0.8253275109170306,1.762008733624454,1.8174603174603174,1.5,807,687,6,3,458,378,4,2,1
DNS,,56,143,56,143,64,64,151,151,56.333333333333336,0.4714045207910317,141.66666666666666,1.8856180831641267,64.33333333333333,0.4714045207910317,149.66666666666666,1.8856180831641267,1.0,1.0,0.8756476683937824,0.9465478841870824,0.4298440979955457,0.3976470588235294,1.0,193,169,3,3,449,425,3,3,0
DNS,Google,44,140,57,139,52,65,148,147,50.5,6.5,139.5,0.5,58.5,6.5,147.5,0.5,1.0,1.0,0.8632478632478633,0.9457627118644067,0.39661016949152544,0.36200716845878134,1.0,117,101,2,2,295,279,2,2,0
DNS,,86,173,55,142,94,63,181,150,77.5,15.724185193516387,154.5,25.636887486588538,70.0,25.306125740618615,162.5,25.636887486588538,1.25,1.0,0.8857142857142857,0.9507692307692308,0.5384615384615384,0.5016181229773463,1.25,350,310,5,4,650,618,4,4,0
TLS,Cloudflare,566,212,608,521,586,628,20,232,401.6666666666667,262.66116745512437,1635.3333333333333,1798.8300518824883,421.6666666666667,262.66116745512437,720.8571428571429,620.154918104323,1.0,2.3333333333333335,0.9525691699604744,0.9722552516845026,0.2506936187078874,0.2456176110884631,0.42857142857142855,1265,1205,3,3,5046,4906,7,3,1
QUIC,Google,1883,2186,112,0,1258,85,1258,784,997.5,885.5,2186.0,0.0,407.0,466.666904761844,445.2,494.43033887495216,2.5,5.0,0.9803439803439803,0.9820305480682839,0.9141958670260557,0.9126258005489478,1.0,2035,1995,5,2,2226,2186,5,1,0
QUIC,GoogleServices,1697,1250,78,901,1258,82,1258,791,613.6666666666666,766.0480112601009,1075.5,174.5,314.8333333333333,437.89017522154523,545.75,506.9267082133274,2.0,2.0,0.9745897300158815,0.9853412734768667,0.8653229500687127,0.8558809855880986,1.5,1889,1841,6,3,2183,2151,4,2,0
DNS,YouTube,29,221,0,0,37,0,229,0,29.0,0.0,221.0,0.0,37.0,0.0,229.0,0.0,1.0,1.0,0.7837837837837838,0.9650655021834061,0.1615720524017467,0.13122171945701358,1.0,37,29,1,1,229,221,1,1,0
TLS,AmazonAWS,517,234,537,146,537,84,20,254,527.0,10.0,190.0,44.0,283.5,191.88603388469937,83.33333333333333,93.09970760188003,2.0,3.0,0.9294532627865961,0.76,2.268,2.7736842105263158,0.6666666666666666,1134,1054,4,2,500,380,6,2,1
QUIC,GoogleServices,1808,2130,144,27,1258,85,103,1258,976.0,832.0,1078.5,1051.5,333.3333333333333,430.8884877655574,547.25,506.28962807863246,3.0,2.0,0.976,0.9853814527181362,0.9136592051164916,0.9049605934167826,1.5,2000,1952,6,2,2189,2157,4,2,0
TLS,,619,264,629,1747,639,100,20,284,624.0,5.0,1005.5,741.5,332.0,274.58423115685287,355.1666666666667,517.9518692783035,2.0,3.0,0.9397590361445783,0.9436884091975598,0.6231816048803379,0.6205867727498757,0.6666666666666666,1328,1248,4,2,2131,2011,6,2,1
QUIC,Google,1329,2130,829,117,1258,87,1258,786,1079.0,250.0,1123.5,1006.5,439.6,481.6731671995026,457.4,485.27831189947074,2.5,2.5,0.9818016378525932,0.9825098382160035,0.9610843900306077,0.9603916332888296,1.0,2198,2158,5,2,2287,2247,5,2,0
TLS,,517,3434,709,0,537,20,20,1480,613.0,96.0,3434.0,0.0,326.5,248.6387942377456,592.3333333333334,653.4527952006599,2.0,6.0,0.9387442572741195,0.9662352279122116,0.3674732695554305,0.35701805474665116,0.6666666666666666,1306,1226,4,2,3554,3434,6,1,1
TLS,AmazonAWS,517,234,548,146,537,84,20,254,532.5,15.5,190.0,44.0,286.25,193.62124754272193,83.33333333333333,93.09970760188003,2.0,3.0,0.9301310043668122,0.76,2.29,2.8026315789473686,0.6666666666666666,1145,1065,4,2,500,380,6,2,1
